"coverage_type","source_object","repo_mapping","module","condition","reason","impact","alternative","property","term","source_section","remarks"
"condition","wk_lsu_lfb | 3）wk_lsu_lfb.sv – 840：排除子表达式lfb_rb_create_grnt单独为0的条件；841：排除子表达式rb_lfb_create_dp_vld单独为0的条件。","srcs/xx_lsu_lfb.sv","wk_lsu_lfb","3）wk_lsu_lfb.sv – 840：排除子表达式lfb_rb_create_grnt单独为0的条件；841：排除子表达式rb_lfb_create_dp_vld单独为0的条件。","排除原因：840-lfb_rb_create_grnt是rb_lfb_create_vld必要条件，rb_lfb_create_vld除了覆盖lfb_rb_create_grnt条件之外，还要求biu总线ar通道就绪。；841-rb_lfb_create_dp_vld是lfb_rb_create_grnt必要条件，lfb_rb_create_grnt除了覆盖rb_lfb_create_dp_vld条件之外，还要求rb在发起AR总线请求并且获得仲裁。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.6.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_lfb | 4）wk_lsu_lfb.sv – 1736，排除子表达式lfb_data_empty单独为0的条件。","srcs/xx_lsu_lfb.sv","wk_lsu_lfb","4）wk_lsu_lfb.sv – 1736，排除子表达式lfb_data_empty单独为0的条件。","排除原因：收到回填数据总是由回填请求发出去的（lfb_addr_empty），地址项和数据项总是同时置0，条件是要么abort，要么在回填的第二拍。；排除原因：lfb_lf_sm_vld=1是lfb_lf_sm_cnt=1必要条件。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.6.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"toggle","wk_lsu_lfb | 1）wk_lsu_lfb.sv；292-lfb_addr_entry_pf_late_st，必要条件st_da_cache_miss tie 0；347-lfb_entry_page_so，同wk_lsu_ctr-116，lfb_pend_page_so_f，同理排除148-lfb_pend_page_so_f；352- lfb_lf_sm_data256，未使用信号；375- lfb_no_rcl_cnt_create，高位（除第0位）tie 0，同理排除376-lfb_no_rcl_cnt_pop；285-lfb_addr_entry_pfu_dcache_miss/hit/lfb_addr_entry_pfu_id，未使用信号，同理排除151-lfb_pfu_dcache_hit；109-l2_ls_req_full_va_id，排除第4位，原因：lfb为16项，高位tie 0，同理排除lfb_pfu_create_id, lfb_rb_create_id,","srcs/xx_lsu_lfb.sv","wk_lsu_lfb","1）wk_lsu_lfb.sv；292-lfb_addr_entry_pf_late_st，必要条件st_da_cache_miss tie 0；347-lfb_entry_page_so，同wk_lsu_ctr-116，lfb_pend_page_so_f，同理排除148-lfb_pend_page_so_f；352- lfb_lf_sm_data256，未使用信号；375- lfb_no_rcl_cnt_create，高位（除第0位）tie 0，同理排除376-lfb_no_rcl_cnt_pop；285-lfb_addr_entry_pfu_dcache_miss/hit/lfb_addr_entry_pfu_id，未使用信号，同理排除151-lfb_pfu_dcache_hit；109-l2_ls_req_full_va_id，排除第4位，原因：lfb为16项，高位tie 0，同理排除lfb_pfu_create_id, lfb_rb_create_id,","1）wk_lsu_lfb.sv；292-lfb_addr_entry_pf_late_st，必要条件st_da_cache_miss tie 0；347-lfb_entry_page_so，同wk_lsu_ctr-116，lfb_pend_page_so_f，同理排除148-lfb_pend_page_so_f；352- lfb_lf_sm_data256，未使用信号；375- lfb_no_rcl_cnt_create，高位（除第0位）tie 0，同理排除376-lfb_no_rcl_cnt_pop；285-lfb_addr_entry_pfu_dcache_miss/hit/lfb_addr_entry_pfu_id，未使用信号，同理排除151-lfb_pfu_dcache_hit；109-l2_ls_req_full_va_id，排除第4位，原因：lfb为16项，高位tie 0，同理排除lfb_pfu_create_id, lfb_rb_create_id,","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.6.4","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_lfb_addr_entry | 1）410，排除原因：信号tie 0，同理排除524","srcs/xx_lsu_lfb_addr_entry.sv","wk_lsu_lfb_addr_entry","1）410，排除原因：信号tie 0，同理排除524","1）410，排除原因：信号tie 0，同理排除524","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.7.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_lfb_addr_entry | 2）wk_lsu_lfb_addr_entry.sv – 480，排除子表达式lfb_addr_entry_vld单独为0的条件。","srcs/xx_lsu_lfb_addr_entry.sv","wk_lsu_lfb_addr_entry","2）wk_lsu_lfb_addr_entry.sv – 480，排除子表达式lfb_addr_entry_vld单独为0的条件。","排除原因：lfb_addr_entry_vld=0，此时不会发起同余组查询操作，不会出现lfb_addr_entry_rcl_done=1，lfb_addr_entry_already_reply=0的情况（340）。排除锁存情况：pfu_create属于ca请求，需要同余组操作，rcl_done=1则already_replay=1","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.7.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_lfb_addr_entry | 3）wk_lsu_lfb_addr_entry.sv – 564，排除子表达式lfb_addr_entry_page_ca单独为0的条件。","srcs/xx_lsu_lfb_addr_entry.sv","wk_lsu_lfb_addr_entry","3）wk_lsu_lfb_addr_entry.sv – 564，排除子表达式lfb_addr_entry_page_ca单独为0的条件。","排除原因：当lfb_addr_entry_page_ca=0，创建子项时，lfb_addr_entry_rcl_done=1，不需要回填，则不需要进行同余组查询操作。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.7.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_lfb_addr_entry | 4）wk_lsu_lfb_addr_entry.sv – 457，排除lfb_addr_entry_rcl_done单独为0的条件。","srcs/xx_lsu_lfb_addr_entry.sv","wk_lsu_lfb_addr_entry","4）wk_lsu_lfb_addr_entry.sv – 457，排除lfb_addr_entry_rcl_done单独为0的条件。","排除原因：lfb_addr_entry_rcl_done是lfb_addr_entry_dcache_hit的必要条件，子项创建时lfb_addr_entry_dcache_hit=0（317行），只有在同余组操作完成之后，才可能置1（324行）.","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.7.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"toggle","wk_lsu_lfb_addr_entry | 1）wk_lfb_addr_entry.sv；133-lfb_addr_entry_pf_late_st，必要条件st_da_cache_miss tie0，同理排除156-lfb_addr_entry_pf_late_st_vld, 84-lfb_addr_entry_pf_late_st_x, 71-st_da_cache_miss；163-lfb_addr_entry_pfu_dcache_hit，未使用信号，同理排除lfb_addr_entry_pfu_dcache_hit_x","srcs/xx_lsu_lfb_addr_entry.sv","wk_lsu_lfb_addr_entry","1）wk_lfb_addr_entry.sv；133-lfb_addr_entry_pf_late_st，必要条件st_da_cache_miss tie0，同理排除156-lfb_addr_entry_pf_late_st_vld, 84-lfb_addr_entry_pf_late_st_x, 71-st_da_cache_miss；163-lfb_addr_entry_pfu_dcache_hit，未使用信号，同理排除lfb_addr_entry_pfu_dcache_hit_x","1）wk_lfb_addr_entry.sv；133-lfb_addr_entry_pf_late_st，必要条件st_da_cache_miss tie0，同理排除156-lfb_addr_entry_pf_late_st_vld, 84-lfb_addr_entry_pf_late_st_x, 71-st_da_cache_miss；163-lfb_addr_entry_pfu_dcache_hit，未使用信号，同理排除lfb_addr_entry_pfu_dcache_hit_x","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.7.4","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_lfb_data_entry | 1）wk_lsu_lfb_data_entry.sv – 417，排除lfb_data_entry_last单独为0的情况。","未在本仓库srcs中定位到xx_lsu_lfb_data_entry生产源","wk_lsu_lfb_data_entry","1）wk_lsu_lfb_data_entry.sv – 417，排除lfb_data_entry_last单独为0的情况。","排除原因：最多2笔数据返回，当lfb_data_entry_cnt=1，则lfb_data_entry_last=1.","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.8.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_lfb_data_entry | 2）wk_lsu_lfb_data_entry.sv – 392，排除子表达式biu_lsu_r_vld单独为0的t条件。","未在本仓库srcs中定位到xx_lsu_lfb_data_entry生产源","wk_lsu_lfb_data_entry","2）wk_lsu_lfb_data_entry.sv – 392，排除子表达式biu_lsu_r_vld单独为0的t条件。","排除原因：biu_lsu_r_vld是lfb_biu_r_id_hit的必要条件，详见1042行。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.8.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_lfb_data_entry | 3）wk_lsu_lfb_data_entry.sv – 472，排除子表达式lfb_data_entry_vld单独为0的条件。","未在本仓库srcs中定位到xx_lsu_lfb_data_entry生产源","wk_lsu_lfb_data_entry","3）wk_lsu_lfb_data_entry.sv – 472，排除子表达式lfb_data_entry_vld单独为0的条件。","排除原因：lfb_data_entry_vld是lfb_data_entry_finish_line和lfb_data_pass_1times的必要条件，子项无效，不会接收数据。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.8.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"toggle","wk_lsu_lfb_data_entry | 1）wk_lsu_lfb_data_entry.sv；106-lfb_data_entry_cnt，排除第1比特位翻转，原因：最多2笔请求，第1位不存在置1的情况。","未在本仓库srcs中定位到xx_lsu_lfb_data_entry生产源","wk_lsu_lfb_data_entry","1）wk_lsu_lfb_data_entry.sv；106-lfb_data_entry_cnt，排除第1比特位翻转，原因：最多2笔请求，第1位不存在置1的情况。","DOCX仅列示该排除项，未另述原因","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.8.4","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"branch","wk_lsu_lm | case语句default分支","未在本仓库srcs中定位到xx_lsu_lm生产源","wk_lsu_lm","case语句default分支","DOCX仅列示该排除项，未另述原因","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.9.2","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_lm | 1）wk_lsu_lm.sv- 1084，排除子表达式dm_state_is_idle单独为0的条件。","未在本仓库srcs中定位到xx_lsu_lm生产源","wk_lsu_lm","1）wk_lsu_lm.sv- 1084，排除子表达式dm_state_is_idle单独为0的条件。","排除原因：dm_state_is_idle=0，通过dm_state_is_force_fail，让后续sc强制作废（wmb-entry wmb_entry_sc_wb_set/ wmb_entry_sc_wb_success_set），不发起总线read_unique请求（wmb_entry_read_req），则dm_state_init_vld不会置位。同理排除1093。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.9.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_lm | 2）wk_lsu_lm.sv – 841，排除子表达式!lm_ex单独为0的条件。","未在本仓库srcs中定位到xx_lsu_lm生产源","wk_lsu_lm","2）wk_lsu_lm.sv – 841，排除子表达式!lm_ex单独为0的条件。","排除原因：该条件满足前序分支","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.9.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_lm | 3）815，排除原因，不支持向量原子操作","未在本仓库srcs中定位到xx_lsu_lm生产源","wk_lsu_lm","3）815，排除原因，不支持向量原子操作","3）815，排除原因，不支持向量原子操作","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.9.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_lm | 4）wk_lsu_lm.sv – 1141，排除子表达式wmb_lm_state_clr单独为0的条件。","未在本仓库srcs中定位到xx_lsu_lm生产源","wk_lsu_lm","4）wk_lsu_lm.sv – 1141，排除子表达式wmb_lm_state_clr单独为0的条件。","排除原因：对于原子操作，wmb_lm_state_clr是wmb_lm_already_read_req的必要条件：wmb_lm_already_read_req要求wmb完成指针指向该项，前提是该项发起cmplt请求（wmb_lswb0_cmplt_req），对于原子操作，意味着wmb_lm_state_clr=1（wmb-3587 3464）","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.9.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_lm | 2）wk_lsu_lm.sv – 1175，排除析取范式第二个子表达式的子表达式wmb_lm_state_clr、!already_sc单独为0的条件。","未在本仓库srcs中定位到xx_lsu_lm生产源","wk_lsu_lm","2）wk_lsu_lm.sv – 1175，排除析取范式第二个子表达式的子表达式wmb_lm_state_clr、!already_sc单独为0的条件。","排除原因：同上，对于原子操作，wmb_lm_state_clr是wmb_lm_success的必要条件。（wmb-3585）；如果already_sc=1，wmb_lm_state_clr=1说明连续执行2条sc指令，第二次wmb_lm_success=0.","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.9.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_lq_entry | 1）414，排除原因，不支持cache-buffer，及其地址判相关；同理排除464、488","srcs/xx_lsu_lq_entry.sv","wk_lsu_lq_entry","1）414，排除原因，不支持cache-buffer，及其地址判相关；同理排除464、488","1）414，排除原因，不支持cache-buffer，及其地址判相关；同理排除464、488","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.17.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_lq_entry | 2）363，退休窗口为6，同理排除366","srcs/xx_lsu_lq_entry.sv","wk_lsu_lq_entry","2）363，退休窗口为6，同理排除366","DOCX仅列示该排除项，未另述原因","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.17.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_lrq_entry | 1）wk_lsu_lrq_entry.sv – 813，排除子表达式lrq_entry_create_vld和rtu_ck_flush单独为0的条件。","srcs/xx_lsu_lrq_entry.sv","wk_lsu_lrq_entry","1）wk_lsu_lrq_entry.sv – 813，排除子表达式lrq_entry_create_vld和rtu_ck_flush单独为0的条件。","排除原因：创建子项未发生rtu-flush或者rtu-flush有效时未创建，请求尚未进入睡眠队列，不会进行唤醒。rtu_ck_flush & lsu_lrq_frz_clr同时有效满足前序分支。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.10.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_lrq_entry | 2）wk_lsu_lrq_entry.sv – 526，排除子表达式lrq_entry_is_load、lrq_entry_unit_stride单独为0的条件","srcs/xx_lsu_lrq_entry.sv","wk_lsu_lrq_entry","2）wk_lsu_lrq_entry.sv – 526，排除子表达式lrq_entry_is_load、lrq_entry_unit_stride单独为0的条件","排除原因：lrq_entry_is_load=0，store请求非512位宽，故lrq_entry_unit_stride=0；lrq_entry_unit_stirde=0，满足前一个if条件，不会进入该分支。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.10.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_lrq_entry | 3）wk_lsu_lrq_entry.sv – 753，排除子表达式!lrq_entry_is_load单独为0的条件。","srcs/xx_lsu_lrq_entry.sv","wk_lsu_lrq_entry","3）wk_lsu_lrq_entry.sv – 753，排除子表达式!lrq_entry_is_load单独为0的条件。","assign lrq_entry_bar = !lrq_entry_is_load && lrq_entry_sync_fence；排除原因：加载类型请求不可能是sync-fence类型请求。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.10.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_lrq_entry | 4）645，排除原因，当队列满导致进入睡眠时，该项未完成，不会弹出，仍然有效。同理排除673、705","srcs/xx_lsu_lrq_entry.sv","wk_lsu_lrq_entry","4）645，排除原因，当队列满导致进入睡眠时，该项未完成，不会弹出，仍然有效。同理排除673、705","4）645，排除原因，当队列满导致进入睡眠时，该项未完成，不会弹出，仍然有效。同理排除673、705","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.10.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_lrq_entry | 5）719，排除原因：tlb_busy信号tie 0，同理排除786","srcs/xx_lsu_lrq_entry.sv","wk_lsu_lrq_entry","5）719，排除原因：tlb_busy信号tie 0，同理排除786","5）719，排除原因：tlb_busy信号tie 0，同理排除786","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.10.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_lrq_entry | 6）wk_lsu_lrq_entry.sv-528，排除子表达式!lrq_entry_is_load为0的条件。","srcs/xx_lsu_lrq_entry.sv","wk_lsu_lrq_entry","6）wk_lsu_lrq_entry.sv-528，排除子表达式!lrq_entry_is_load为0的条件。","排除原因：该条件满足前序分支。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.10.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"toggle","wk_lsu_lrq_entry | 1）wk_lsu_lrq.sv；752-lrq0_create_frz，未使用信号，同理排除799-lrq2_create_frz, 845-lrq3_create_frz，893-lrq_entry_bar_ptr，781-lsu0_rdy_older_idu；771-lrq0_entry_aft_load，ld0不存在fence指令，同理排除772-lrq0_entry_after_store，lrq_oth_aft_store[11:0]，lrq_other_aft_store[11:0]。；257-lsu0_lrq_ex2_sq_full，ld0不存在创建sq项，同理排除258-lsu0_lrq_exx_sq_not_full。；256-lsu0/2/3_lrq_exx_tlb_wakeup，mmu tie0，同理排除264-lsu0/2/3_lrq_ex2_tlb_busy,；901-lrq_oth_load[11:0]，排除1->0的翻转覆盖，ld0流水线不存在创建非load指令，同理排除lrq_oth_store[11:0]，lrq_oth_bar[11:0]，lrq0_entry_load；302-303-rdy_pre/rdy，未使用信号","srcs/xx_lsu_lrq_entry.sv","wk_lsu_lrq_entry","1）wk_lsu_lrq.sv；752-lrq0_create_frz，未使用信号，同理排除799-lrq2_create_frz, 845-lrq3_create_frz，893-lrq_entry_bar_ptr，781-lsu0_rdy_older_idu；771-lrq0_entry_aft_load，ld0不存在fence指令，同理排除772-lrq0_entry_after_store，lrq_oth_aft_store[11:0]，lrq_other_aft_store[11:0]。；257-lsu0_lrq_ex2_sq_full，ld0不存在创建sq项，同理排除258-lsu0_lrq_exx_sq_not_full。；256-lsu0/2/3_lrq_exx_tlb_wakeup，mmu tie0，同理排除264-lsu0/2/3_lrq_ex2_tlb_busy,；901-lrq_oth_load[11:0]，排除1->0的翻转覆盖，ld0流水线不存在创建非load指令，同理排除lrq_oth_store[11:0]，lrq_oth_bar[11:0]，lrq0_entry_load；302-303-rdy_pre/rdy，未使用信号","1）wk_lsu_lrq.sv；752-lrq0_create_frz，未使用信号，同理排除799-lrq2_create_frz, 845-lrq3_create_frz，893-lrq_entry_bar_ptr，781-lsu0_rdy_older_idu；771-lrq0_entry_aft_load，ld0不存在fence指令，同理排除772-lrq0_entry_after_store，lrq_oth_aft_store[11:0]，lrq_other_aft_store[11:0]。；257-lsu0_lrq_ex2_sq_full，ld0不存在创建sq项，同理排除258-lsu0_lrq_exx_sq_not_full。；256-lsu0/2/3_lrq_exx_tlb_wakeup，mmu tie0，同理排除264-lsu0/2/3_lrq_ex2_tlb_busy,；901-lrq_oth_load[11:0]，排除1->0的翻转覆盖，ld0流水线不存在创建非load指令，同理排除lrq_oth_store[11:0]，lrq_oth_bar[11:0]，lrq0_entry_load；302-303-rdy_pre/rdy，未使用信号","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.10.4","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"line","wk_lsu_rb | 1）wk_lsu_rb.sv – 2156行","srcs/xx_lsu_rb.sv","wk_lsu_rb","1）wk_lsu_rb.sv – 2156行","排除原因：同1.4.1","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.11.1","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"branch","wk_lsu_rb | 同上","srcs/xx_lsu_rb.sv","wk_lsu_rb","同上","DOCX仅列示该排除项，未另述原因","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.11.2","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_rb | 1）wk_lsu_rb.sv – 1865，排除子表达式rb_biu_req_page_ca单独为0的条件。","srcs/xx_lsu_rb.sv","wk_lsu_rb","1）wk_lsu_rb.sv – 1865，排除子表达式rb_biu_req_page_ca单独为0的条件。","排除原因：amo指令在nc空间报acess-fault，详见ld_ag-2639：lag_ldc_ex1_expt_ldamo_not_ca。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.11.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_rb | 2）wk_lsu_rb.sv – 1915，排除子表达式!rb_biu_req_sync_fence单独为0的条件。","srcs/xx_lsu_rb.sv","wk_lsu_rb","2）wk_lsu_rb.sv – 1915，排除子表达式!rb_biu_req_sync_fence单独为0的条件。","排除原因：sync-fence类型指令so属性为0，详见wk-lsu-st-dc.sv-1039, st_dc_default_page。同理排除838","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.11.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_rb | 4）wk_lsu_rb.sv – 1998，排除rb_ld_wb_cmplt_inst_fof单独为0的条件。","srcs/xx_lsu_rb.sv","wk_lsu_rb","4）wk_lsu_rb.sv – 1998，排除rb_ld_wb_cmplt_inst_fof单独为0的条件。","排除原因：rb_ld_wb_cmplt_inst_fof是rb_ld_wb_fof_not_first的必要条件。fof_not_first首先是fof类型指令。","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.11.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_rb | 5）wk_lsu_rb.sv – 778，排除rb_biu_req_unmask=1分支rb_read_req_grnt_gateclk_en=0的条件。","srcs/xx_lsu_rb.sv","wk_lsu_rb","5）wk_lsu_rb.sv – 778，排除rb_biu_req_unmask=1分支rb_read_req_grnt_gateclk_en=0的条件。","排除原因：rb_read_req_grnt_gateclk_en = rb_biu_req_unmask，故rb_biu_req_unmask=1时，rb_read_req_grnt_gateclk_en总是有效。见下图：","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.11.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
"condition","wk_lsu_rb | 1）wk_lsu_rb.sv – 1827，排除!rb_biu_req_sync_fence单独为0的条件。","srcs/xx_lsu_rb.sv","wk_lsu_rb","1）wk_lsu_rb.sv – 1827，排除!rb_biu_req_sync_fence单独为0的条件。","排除原因：fence指令page_ca=0；","仅影响所列代码覆盖率统计；不替代功能正确性与全芯片动态签核","静态代码审查；在具备VCS/URG的全芯片环境复核适用边界","DOCX代码覆盖率排除项","待项目评审确认","1.11.3","来源：07_xxx_代码与功能覆盖率排除说明文档.docx；分组及同理排除引用按原文保留"
